Precursor;Activator;Activator_carbon_ratio;Activation T (K);T adsorption (K);P adsorption (bar);CO2 ads (mmol/g);CO2ads_2bins_5050;CO2ads_4bins;CO2ads_10bins;CO2ads_7228;adsorption_all_inputs;adsorption_only_BETpore;adsorption_wo_BETpore;adsorption_all_inputs_woNAME;adsorption_wo_BETporeNAME
Paulownia sawdust;KOH;4;1173;273;1;4.24;1;3;7;1;an activated carbon at 273 K and 1.0 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 1173 K, and has a BET surface area of 1293.0 m2/g and a pore volume of 0.687 cm3/g;an activated carbon at 273 K and 1.0 bar, which has a BET surface area of 1293.0 m2/g and a pore volume of 0.687 cm3/g;an activated carbon at 273 K and 1.0 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 1173 K;an activated carbon at 273 K and 1.0 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 1173 K, and has a BET surface area of 1293.0 m2/g and a pore volume of 0.687 cm3/g;an activated carbon at 273 K and 1.0 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 1173 K
Paulownia sawdust;KOH;2;973;273;1;6.83;1;3;9;1;an activated carbon at 273 K and 1.0 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 2 at an activation temperature of 973 K, and has a BET surface area of 831.0 m2/g and a pore volume of 0.449 cm3/g;an activated carbon at 273 K and 1.0 bar, which has a BET surface area of 831.0 m2/g and a pore volume of 0.449 cm3/g;an activated carbon at 273 K and 1.0 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 2 at an activation temperature of 973 K;an activated carbon at 273 K and 1.0 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 2 at an activation temperature of 973 K, and has a BET surface area of 831.0 m2/g and a pore volume of 0.449 cm3/g;an activated carbon at 273 K and 1.0 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 2 at an activation temperature of 973 K
Paulownia sawdust;KOH;6;973;273;1;4.73;1;3;8;1;an activated carbon at 273 K and 1.0 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 973 K, and has a BET surface area of 2435.0 m2/g and a pore volume of 1.181 cm3/g;an activated carbon at 273 K and 1.0 bar, which has a BET surface area of 2435.0 m2/g and a pore volume of 1.181 cm3/g;an activated carbon at 273 K and 1.0 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 973 K;an activated carbon at 273 K and 1.0 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 973 K, and has a BET surface area of 2435.0 m2/g and a pore volume of 1.181 cm3/g;an activated carbon at 273 K and 1.0 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 6 at an activation temperature of 973 K
Paulownia sawdust;KOH;4;973;273;0.05;1;0;0;1;0;an activated carbon at 273 K and 0.05 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.05 bar, which has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.05 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K;an activated carbon at 273 K and 0.05 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.05 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K
Paulownia sawdust;KOH;4;973;273;0.15;2.6;0;1;4;0;an activated carbon at 273 K and 0.15 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.15 bar, which has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.15 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K;an activated carbon at 273 K and 0.15 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.15 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K
Paulownia sawdust;KOH;4;973;273;0.3;3.9;1;2;7;0;an activated carbon at 273 K and 0.3 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.3 bar, which has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.3 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K;an activated carbon at 273 K and 0.3 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.3 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K
Paulownia sawdust;KOH;4;973;273;0.4;4.6;1;3;8;1;an activated carbon at 273 K and 0.4 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.4 bar, which has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.4 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K;an activated carbon at 273 K and 0.4 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.4 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K
Paulownia sawdust;KOH;4;973;273;0.5;5.5;1;3;8;1;an activated carbon at 273 K and 0.5 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.5 bar, which has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.5 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K;an activated carbon at 273 K and 0.5 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.5 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K
Paulownia sawdust;KOH;4;973;273;0.6;6.05;1;3;9;1;an activated carbon at 273 K and 0.6 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.6 bar, which has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.6 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K;an activated carbon at 273 K and 0.6 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.6 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K
Paulownia sawdust;KOH;4;973;273;0.7;6.6;1;3;9;1;an activated carbon at 273 K and 0.7 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.7 bar, which has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.7 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K;an activated carbon at 273 K and 0.7 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.7 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K
Paulownia sawdust;KOH;4;973;273;0.8;7;1;3;9;1;an activated carbon at 273 K and 0.8 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.8 bar, which has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.8 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K;an activated carbon at 273 K and 0.8 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.8 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K
Paulownia sawdust;KOH;4;973;273;0.9;7.5;1;3;9;1;an activated carbon at 273 K and 0.9 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.9 bar, which has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.9 bar, which has been synthetized from Paulownia sawdust as precursor, activated with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K;an activated carbon at 273 K and 0.9 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K, and has a BET surface area of 1643.0 m2/g and a pore volume of 0.857 cm3/g;an activated carbon at 273 K and 0.9 bar, which has been synthetized from biomass by activation with KOH with an activator/carbon weight ratio of 4 at an activation temperature of 973 K
